Date,Open,High,Low,Close,Adj Close,Volume
2009-04-13,882.500000,899.400024,865.000000,867.400024,867.400024,2289
2009-04-20,868.799988,913.599976,866.099976,913.599976,913.599976,1887
2009-04-27,918.000000,918.000000,881.299988,887.599976,887.599976,3014
2009-05-04,885.799988,924.000000,885.799988,914.400024,914.400024,402
2009-05-11,913.099976,931.599976,913.099976,930.900024,930.900024,143
2009-05-18,929.599976,958.700012,918.700012,958.500000,958.500000,292
2009-05-25,953.000000,980.400024,944.000000,978.799988,978.799988,233216
2009-06-01,978.799988,990.299988,954.000000,961.700012,961.700012,7729
2009-06-08,958.000000,966.000000,935.799988,940.099976,940.099976,2711
2009-06-15,938.500000,942.000000,926.900024,935.599976,935.599976,600
2009-06-22,925.000000,946.000000,917.299988,940.700012,940.700012,1160
2009-06-29,940.200012,944.200012,925.299988,930.700012,930.700012,728
2009-07-06,933.500000,933.500000,905.599976,912.200012,912.200012,320
2009-07-13,911.500000,941.000000,908.400024,937.200012,937.200012,258
2009-07-20,954.099976,954.500000,945.799988,952.799988,952.799988,215
2009-07-27,955.099976,958.099976,927.200012,953.700012,953.700012,176472
2009-08-03,952.599976,971.099976,950.799988,957.299988,957.299988,5093
2009-08-10,955.000000,960.099976,942.099976,947.000000,947.000000,848
2009-08-17,947.400024,957.599976,931.500000,953.200012,953.200012,686
2009-08-24,953.500000,962.200012,940.299988,957.000000,957.000000,844
2009-08-31,959.500000,995.799988,944.799988,994.900024,994.900024,233
2009-09-07,993.500000,1011.900024,987.299988,1004.900024,1004.900024,423
2009-09-14,1002.900024,1019.799988,994.900024,1009.200012,1009.200012,375
2009-09-21,1003.700012,1019.400024,986.700012,990.200012,990.200012,498
2009-09-28,993.200012,1009.000000,984.700012,1003.200012,1003.200012,14594
2009-10-05,1004.099976,1060.400024,1003.000000,1047.800049,1047.800049,875
2009-10-12,1049.000000,1070.199951,1043.699951,1050.699951,1050.699951,787
2009-10-19,1053.599976,1066.199951,1047.500000,1055.599976,1055.599976,712
2009-10-26,1055.599976,1055.599976,1028.000000,1039.699951,1039.699951,865
2009-11-02,1053.400024,1100.000000,1043.500000,1095.099976,1095.099976,516
2009-11-09,1098.599976,1121.300049,1098.199951,1116.099976,1116.099976,422
2009-11-16,1138.599976,1149.400024,1127.199951,1146.400024,1146.400024,246
2009-11-23,1164.300049,1195.000000,1130.099976,1174.199951,1174.199951,317557
2009-11-30,1179.900024,1226.400024,1147.000000,1168.800049,1168.800049,26299
2009-12-07,1157.599976,1169.300049,1110.800049,1119.400024,1119.400024,7965
2009-12-14,1123.300049,1141.500000,1095.699951,1110.800049,1110.800049,1503
2009-12-21,1095.400024,1119.199951,1075.000000,1104.099976,1104.099976,1023
2009-12-28,1107.199951,1111.900024,1086.000000,1095.199951,1095.199951,1936
2010-01-04,1117.699951,1139.199951,1097.099976,1138.199951,1138.199951,710
2010-01-11,1150.699951,1161.199951,1121.000000,1130.099976,1130.099976,417
2010-01-18,1139.699951,1139.699951,1083.000000,1089.199951,1089.199951,207
2010-01-25,1095.199951,1097.900024,1073.199951,1083.000000,1083.000000,319330
2010-02-01,1081.000000,1124.900024,1045.199951,1052.199951,1052.199951,10013
2010-02-08,1065.699951,1097.099976,1061.599976,1089.500000,1089.500000,3264
2010-02-15,1119.300049,1127.000000,1092.400024,1121.300049,1121.300049,3137
2010-02-22,1112.599976,1127.400024,1088.699951,1118.300049,1118.300049,1795
2010-03-01,1119.300049,1145.000000,1113.599976,1134.800049,1134.800049,756
2010-03-08,1123.599976,1127.099976,1099.900024,1101.500000,1101.500000,246
2010-03-15,1105.099976,1131.400024,1101.400024,1107.400024,1107.400024,256
2010-03-22,1099.300049,1104.199951,1085.500000,1104.199951,1104.199951,109
2010-03-29,1110.300049,1127.699951,1101.099976,1125.099976,1125.099976,223912
2010-04-05,1122.300049,1164.800049,1119.900024,1161.099976,1161.099976,5158
2010-04-12,1161.599976,1169.000000,1130.400024,1136.300049,1136.300049,1585
2010-04-19,1135.199951,1153.099976,1124.000000,1153.099976,1153.099976,546
2010-04-26,1160.099976,1181.300049,1148.599976,1180.099976,1180.099976,932
2010-05-03,1178.599976,1210.800049,1159.199951,1210.000000,1210.000000,473
2010-05-10,1200.400024,1246.500000,1189.199951,1227.400024,1227.400024,668
2010-05-17,1233.300049,1235.900024,1175.699951,1175.699951,1175.699951,671
2010-05-24,1193.800049,1218.500000,1193.800049,1212.199951,1212.199951,359849
2010-05-31,1224.800049,1228.199951,1196.900024,1216.199951,1216.199951,9968
2010-06-07,1239.300049,1252.099976,1211.000000,1228.900024,1228.900024,3037
2010-06-14,1223.199951,1261.500000,1217.699951,1257.199951,1257.199951,1954
2010-06-21,1257.400024,1264.800049,1226.900024,1255.800049,1255.800049,903
2010-06-28,1238.199951,1246.199951,1200.800049,1207.400024,1207.400024,1060
2010-07-05,1207.300049,1213.000000,1189.300049,1209.599976,1209.599976,185
2010-07-12,1198.500000,1217.400024,1188.000000,1188.000000,1188.000000,230
2010-07-19,1181.699951,1198.599976,1180.000000,1187.699951,1187.699951,147
2010-07-26,1183.000000,1183.099976,1158.000000,1181.699951,1181.699951,266744
2010-08-02,1183.400024,1211.000000,1174.699951,1203.400024,1203.400024,4731
2010-08-09,1205.800049,1215.500000,1191.000000,1214.900024,1214.900024,2149
2010-08-16,1224.500000,1237.599976,1218.000000,1227.199951,1227.199951,787
2010-08-23,1226.900024,1243.300049,1211.500000,1236.000000,1236.000000,1331
2010-08-30,1237.099976,1254.300049,1233.000000,1249.199951,1249.199951,396
2010-09-06,1257.300049,1260.199951,1244.099976,1244.500000,1244.500000,63
2010-09-13,1245.099976,1279.599976,1245.099976,1275.599976,1275.599976,230
2010-09-20,1279.000000,1297.400024,1271.800049,1296.000000,1296.000000,182
2010-09-27,1296.699951,1320.000000,1287.500000,1316.099976,1316.099976,32734
2010-10-04,1318.300049,1363.000000,1312.000000,1344.199951,1344.199951,848
2010-10-11,1346.699951,1383.900024,1343.599976,1371.099976,1371.099976,718
2010-10-18,1358.000000,1372.599976,1317.500000,1324.400024,1324.400024,710
2010-10-25,1333.599976,1358.699951,1321.099976,1357.099976,1357.099976,761
2010-11-01,1360.300049,1398.000000,1327.500000,1397.300049,1397.300049,410
2010-11-08,1390.500000,1423.199951,1360.099976,1365.400024,1365.400024,433
2010-11-15,1363.699951,1372.599976,1329.500000,1352.199951,1352.199951,187
2010-11-22,1357.699951,1377.800049,1357.699951,1362.300049,1362.300049,138441
2010-11-29,1364.000000,1415.099976,1352.599976,1405.400024,1405.400024,114506
2010-12-06,1414.000000,1431.099976,1372.000000,1384.300049,1384.300049,4802
2010-12-13,1384.500000,1407.300049,1362.500000,1378.599976,1378.599976,1169
2010-12-20,1383.199951,1389.500000,1373.699951,1380.000000,1380.000000,397
2010-12-27,1373.500000,1421.099976,1373.500000,1421.099976,1421.099976,1493
2011-01-03,1415.599976,1423.900024,1355.500000,1368.500000,1368.500000,708
2011-01-10,1369.000000,1392.500000,1356.699951,1360.400024,1360.400024,716
2011-01-17,1365.099976,1376.199951,1338.599976,1341.000000,1341.000000,176
2011-01-24,1352.300049,1352.300049,1307.699951,1340.699951,1340.699951,284122
2011-01-31,1339.000000,1360.000000,1323.300049,1348.300049,1348.300049,20656
2011-02-07,1345.800049,1368.800049,1343.800049,1359.900024,1359.900024,4486
2011-02-14,1357.800049,1391.800049,1356.599976,1388.199951,1388.199951,869
2011-02-21,1395.099976,1415.300049,1395.099976,1408.699951,1408.699951,1909
2011-02-28,1410.699951,1440.500000,1407.699951,1428.199951,1428.199951,2225
2011-03-07,1434.500000,1445.000000,1403.800049,1421.500000,1421.500000,955
2011-03-14,1420.000000,1427.699951,1385.500000,1415.900024,1415.900024,149
2011-03-21,1433.500000,1446.900024,1430.400024,1426.099976,1426.099976,175
2011-03-28,1413.199951,1440.000000,1412.000000,1428.099976,1428.099976,196357
2011-04-04,1429.099976,1475.500000,1428.800049,1473.400024,1473.400024,5829
2011-04-11,1476.000000,1487.500000,1444.400024,1485.300049,1485.300049,1748
2011-04-18,1486.300049,1508.300049,1477.500000,1503.199951,1503.199951,1441
2011-04-25,1513.300049,1568.699951,1495.000000,1556.000000,1556.000000,1465
2011-05-02,1572.900024,1576.599976,1471.000000,1491.199951,1491.199951,995
2011-05-09,1501.500000,1524.099976,1484.800049,1493.400024,1493.400024,114
2011-05-16,1489.300049,1512.699951,1473.000000,1508.800049,1508.800049,227
2011-05-23,1510.500000,1538.500000,1507.000000,1536.300049,1536.300049,263761
2011-05-30,1536.699951,1550.599976,1520.000000,1541.699951,1541.699951,12393
2011-06-06,1542.900024,1553.900024,1526.400024,1528.599976,1528.599976,4630
2011-06-13,1528.099976,1541.599976,1511.300049,1538.599976,1538.599976,2041
2011-06-20,1536.000000,1558.500000,1498.500000,1500.500000,1500.500000,1003
2011-06-27,1503.500000,1514.000000,1480.000000,1482.300049,1482.300049,1178
2011-07-04,1490.400024,1542.599976,1490.300049,1541.199951,1541.199951,328
2011-07-11,1550.000000,1592.800049,1542.000000,1589.800049,1589.800049,78
2011-07-18,1592.800049,1608.800049,1582.400024,1601.300049,1601.300049,121
2011-07-25,1610.000000,1634.900024,1602.800049,1628.300049,1628.300049,309339
2011-08-01,1623.000000,1681.800049,1607.000000,1648.800049,1648.800049,10130
2011-08-08,1679.099976,1813.500000,1678.099976,1740.199951,1740.199951,7384
2011-08-15,1734.900024,1874.400024,1730.500000,1848.900024,1848.900024,2681
2011-08-22,1868.599976,1909.300049,1707.300049,1794.099976,1794.099976,3690
2011-08-29,1817.900024,1884.199951,1783.099976,1873.699951,1873.699951,2467
2011-09-05,1886.300049,1911.599976,1792.800049,1856.400024,1856.400024,1336
2011-09-12,1852.400024,1852.400024,1768.500000,1812.099976,1812.099976,644
2011-09-19,1814.699951,1818.900024,1636.300049,1637.500000,1637.500000,225
2011-09-26,1646.400024,1665.400024,1562.400024,1620.400024,1620.400024,28938
2011-10-03,1627.800049,1678.099976,1596.599976,1634.500000,1634.500000,478
2011-10-10,1645.599976,1691.000000,1645.599976,1681.800049,1681.800049,448
2011-10-17,1683.599976,1693.500000,1608.699951,1635.099976,1635.099976,272
2011-10-24,1646.199951,1752.000000,1645.000000,1746.199951,1746.199951,1455
2011-10-31,1741.900024,1766.000000,1682.500000,1755.300049,1755.300049,939
2011-11-07,1755.300049,1798.400024,1754.800049,1787.500000,1787.500000,99
2011-11-14,1779.000000,1783.099976,1714.000000,1724.699951,1724.699951,175
2011-11-21,1704.599976,1704.599976,1674.400024,1685.500000,1685.500000,84
2011-11-28,1710.800049,1762.900024,1699.900024,1747.000000,1747.000000,258191
2011-12-05,1748.900024,1752.599976,1703.000000,1712.800049,1712.800049,3214
2011-12-12,1707.500000,1708.199951,1565.599976,1595.599976,1595.599976,2704
2011-12-19,1596.400024,1635.000000,1589.699951,1604.699951,1604.699951,1006
2011-12-26,1599.000000,1599.000000,1525.000000,1565.800049,1565.800049,1970
2012-01-02,1568.900024,1627.800049,1566.000000,1616.099976,1616.099976,783
2012-01-09,1614.300049,1656.099976,1607.500000,1630.400024,1630.400024,572
2012-01-16,1643.699951,1664.400024,1642.099976,1663.699951,1663.699951,93
2012-01-23,1676.900024,1734.099976,1664.199951,1731.800049,1731.800049,175293
2012-01-30,1737.199951,1761.300049,1715.699951,1737.900024,1737.900024,65599
2012-02-06,1728.000000,1751.500000,1706.400024,1723.300049,1723.300049,2320
2012-02-13,1725.000000,1737.000000,1707.000000,1724.500000,1724.500000,426
2012-02-20,1736.099976,1786.000000,1733.599976,1775.099976,1775.099976,703
2012-02-27,1773.599976,1790.400024,1669.000000,1708.800049,1708.800049,1855
2012-03-05,1705.500000,1710.900024,1666.000000,1710.900024,1710.900024,1010
2012-03-12,1708.099976,1708.099976,1637.400024,1655.500000,1655.500000,1068
2012-03-19,1661.199951,1668.000000,1633.800049,1662.300049,1662.300049,1655
2012-03-26,1665.000000,1692.900024,1644.300049,1669.300049,1669.300049,250458
2012-04-02,1670.400024,1682.800049,1612.300049,1628.500000,1628.500000,5107
2012-04-09,1645.300049,1680.099976,1636.199951,1659.099976,1659.099976,2463
2012-04-16,1650.800049,1656.800049,1632.000000,1642.099976,1642.099976,1190
2012-04-23,1642.400024,1666.900024,1625.099976,1664.000000,1664.000000,947
2012-04-30,1663.000000,1670.500000,1629.400024,1644.699951,1644.699951,257
2012-05-07,1637.900024,1640.000000,1583.599976,1583.599976,1583.599976,217
2012-05-14,1563.000000,1591.599976,1528.500000,1591.599976,1591.599976,136
2012-05-21,1591.900024,1594.099976,1534.400024,1568.800049,1568.800049,95
2012-05-28,1574.699951,1630.000000,1530.400024,1620.500000,1620.500000,347658
2012-06-04,1623.000000,1639.699951,1566.500000,1590.099976,1590.099976,4514
2012-06-11,1608.000000,1630.000000,1583.000000,1627.000000,1627.000000,2815
2012-06-18,1622.599976,1630.699951,1560.000000,1566.000000,1566.000000,463
2012-06-25,1574.900024,1603.500000,1548.400024,1603.500000,1603.500000,550
2012-07-02,1597.099976,1624.000000,1578.400024,1578.400024,1578.400024,121
2012-07-09,1582.099976,1599.800049,1557.199951,1591.599976,1591.599976,99
2012-07-16,1586.199951,1596.000000,1569.900024,1582.500000,1582.500000,129
2012-07-23,1571.699951,1617.900024,1569.800049,1617.900024,1617.900024,198008
2012-07-30,1622.900024,1627.500000,1583.099976,1606.000000,1606.000000,64310
2012-08-06,1604.699951,1624.099976,1603.000000,1619.699951,1619.699951,3104
2012-08-13,1622.000000,1623.699951,1591.199951,1616.300049,1616.300049,2040
2012-08-20,1614.000000,1672.699951,1611.599976,1669.800049,1669.800049,528
2012-08-27,1674.900024,1690.000000,1646.199951,1684.599976,1684.599976,972
2012-09-03,1689.099976,1738.199951,1687.699951,1737.500000,1737.500000,273
2012-09-10,1733.099976,1774.500000,1727.199951,1769.800049,1769.800049,89
2012-09-17,1774.800049,1785.300049,1753.800049,1775.500000,1775.500000,121
2012-09-24,1762.099976,1782.199951,1743.000000,1771.099976,1771.099976,25074
2012-10-01,1766.000000,1794.800049,1763.300049,1778.599976,1778.599976,1500
2012-10-08,1778.000000,1778.000000,1753.599976,1758.000000,1758.000000,200
2012-10-15,1750.000000,1751.500000,1721.000000,1722.800049,1722.800049,256
2012-10-22,1715.000000,1728.300049,1698.599976,1710.900024,1710.900024,224
2012-10-29,1712.000000,1725.099976,1674.099976,1674.099976,1674.099976,635
2012-11-05,1682.800049,1734.099976,1674.300049,1730.300049,1730.300049,136
2012-11-12,1733.199951,1733.400024,1706.300049,1714.300049,1714.300049,55
2012-11-19,1721.800049,1751.300049,1721.800049,1751.300049,1751.300049,56
2012-11-26,1750.300049,1750.500000,1708.400024,1710.900024,1710.900024,345456
2012-12-03,1714.900024,1721.900024,1684.000000,1704.000000,1704.000000,4622
2012-12-10,1704.199951,1722.300049,1689.900024,1695.800049,1695.800049,683
2012-12-17,1690.500000,1702.800049,1635.800049,1659.099976,1659.099976,878
2012-12-24,1657.699951,1666.699951,1653.699951,1654.900024,1654.900024,789
2012-12-31,1655.400024,1693.800049,1625.699951,1648.099976,1648.099976,463
2013-01-07,1656.500000,1677.300049,1643.800049,1660.000000,1660.000000,231
2013-01-14,1665.400024,1694.599976,1664.099976,1686.599976,1686.599976,136
2013-01-21,1690.300049,1694.699951,1656.400024,1656.400024,1656.400024,100
2013-01-28,1651.599976,1683.000000,1651.599976,1669.400024,1669.400024,200132
2013-02-04,1668.000000,1683.400024,1661.599976,1666.000000,1666.000000,1943
2013-02-11,1666.500000,1668.000000,1599.500000,1608.800049,1608.800049,1868
2013-02-18,1610.000000,1617.000000,1555.199951,1572.400024,1572.400024,2645
2013-02-25,1579.400024,1615.199951,1566.000000,1571.900024,1571.900024,2146
2013-03-04,1580.800049,1585.500000,1561.800049,1576.599976,1576.599976,355
2013-03-11,1576.000000,1596.000000,1575.699951,1592.500000,1592.500000,1818
2013-03-18,1605.900024,1613.800049,1601.599976,1606.199951,1606.199951,928
2013-03-25,1607.099976,1608.099976,1590.300049,1594.800049,1594.800049,220678
2013-04-01,1596.800049,1602.599976,1539.099976,1575.400024,1575.400024,7161
2013-04-08,1575.800049,1589.300049,1480.199951,1501.000000,1501.000000,2626
2013-04-15,1478.199951,1487.400024,1323.000000,1395.300049,1395.300049,2318
2013-04-22,1406.800049,1476.199951,1405.800049,1453.599976,1453.599976,1740
2013-04-29,1462.699951,1487.099976,1440.000000,1464.300049,1464.300049,1246
2013-05-06,1468.099976,1477.199951,1423.000000,1436.800049,1436.800049,801
2013-05-13,1440.000000,1444.400024,1359.099976,1364.900024,1364.900024,868
2013-05-20,1342.900024,1395.699951,1342.900024,1386.800049,1386.800049,146
2013-05-27,1380.800049,1421.099976,1379.099976,1392.599976,1392.599976,219850
2013-06-03,1389.099976,1422.699951,1377.900024,1383.000000,1383.000000,5982
2013-06-10,1378.800049,1393.500000,1366.000000,1387.300049,1387.300049,1911
2013-06-17,1390.300049,1390.500000,1268.900024,1291.599976,1291.599976,1826
2013-06-24,1297.300049,1297.300049,1183.199951,1223.800049,1223.800049,3020
2013-07-01,1234.699951,1266.300049,1208.900024,1212.900024,1212.900024,348
2013-07-08,1218.800049,1285.000000,1215.400024,1277.800049,1277.800049,173
2013-07-15,1292.099976,1294.400024,1272.900024,1293.300049,1293.300049,78
2013-07-22,1317.000000,1343.500000,1317.000000,1321.699951,1321.699951,191
2013-07-29,1328.400024,1338.400024,1283.000000,1310.599976,1310.599976,188393
2013-08-05,1311.199951,1318.300049,1274.000000,1312.900024,1312.900024,4138
2013-08-12,1317.199951,1378.900024,1317.199951,1371.699951,1371.699951,1264
2013-08-19,1379.000000,1398.199951,1355.000000,1395.699951,1395.699951,628
2013-08-26,1398.599976,1428.000000,1391.300049,1396.099976,1396.099976,1464
2013-09-02,1393.000000,1414.400024,1367.099976,1386.699951,1386.699951,332
2013-09-09,1389.800049,1389.800049,1305.300049,1308.400024,1308.400024,283
2013-09-16,1328.400024,1373.000000,1292.099976,1332.500000,1332.500000,197
2013-09-23,1327.099976,1343.800049,1309.400024,1338.400024,1338.400024,16350
2013-09-30,1345.800049,1350.900024,1280.000000,1309.699951,1309.699951,1819
2013-10-07,1313.800049,1330.000000,1263.800049,1268.000000,1268.000000,580
2013-10-14,1275.800049,1326.000000,1254.099976,1314.400024,1314.400024,492
2013-10-21,1316.800049,1353.000000,1313.900024,1352.400024,1352.400024,132
2013-10-28,1351.400024,1359.699951,1308.000000,1313.099976,1313.099976,318
2013-11-04,1314.599976,1323.599976,1281.300049,1284.500000,1284.500000,299
2013-11-11,1281.599976,1293.300049,1268.300049,1287.300049,1287.300049,70
2013-11-18,1284.699951,1284.800049,1236.500000,1244.000000,1244.000000,307
2013-11-25,1231.099976,1254.800049,1229.000000,1250.599976,1250.599976,269970
2013-12-02,1251.400024,1251.500000,1212.900024,1230.300049,1230.300049,10212
2013-12-09,1230.199951,1267.000000,1222.199951,1235.699951,1235.699951,2436
2013-12-16,1238.400024,1250.599976,1188.699951,1205.099976,1205.099976,706
2013-12-23,1205.199951,1218.500000,1195.900024,1216.099976,1216.099976,725
2013-12-30,1215.000000,1239.000000,1182.000000,1238.400024,1238.400024,826
2014-01-06,1232.800049,1247.000000,1218.599976,1246.699951,1246.699951,454
2014-01-13,1250.599976,1254.300049,1238.099976,1251.699951,1251.699951,300
2014-01-20,1256.400024,1269.400024,1235.199951,1264.500000,1264.500000,360
2014-01-27,1259.800049,1267.699951,1237.500000,1240.099976,1240.099976,188236
2014-02-03,1242.400024,1273.699951,1241.199951,1263.300049,1263.300049,6985
2014-02-10,1269.599976,1320.699951,1265.699951,1319.000000,1319.000000,2629
2014-02-17,1322.900024,1330.599976,1309.099976,1323.900024,1323.900024,853
2014-02-24,1324.300049,1343.900024,1321.099976,1321.400024,1321.400024,1476
2014-03-03,1335.900024,1354.099976,1329.199951,1338.099976,1338.099976,500
2014-03-10,1336.000000,1386.599976,1330.500000,1379.000000,1379.000000,322
2014-03-17,1386.099976,1391.400024,1325.800049,1336.000000,1336.000000,196
2014-03-24,1333.000000,1333.000000,1285.900024,1293.800049,1293.800049,250655
2014-03-31,1294.300049,1306.099976,1277.300049,1303.199951,1303.199951,7855
2014-04-07,1301.400024,1323.800049,1296.300049,1318.699951,1318.699951,1019
2014-04-14,1320.099976,1330.000000,1291.500000,1293.400024,1293.400024,867
2014-04-21,1290.000000,1304.599976,1272.400024,1300.699951,1300.699951,1172
2014-04-28,1305.400024,1305.400024,1276.699951,1302.599976,1302.599976,1588
2014-05-05,1305.599976,1314.199951,1285.500000,1287.300049,1287.300049,134
2014-05-12,1282.099976,1306.900024,1281.199951,1293.300049,1293.300049,99
2014-05-19,1293.699951,1295.000000,1287.400024,1291.599976,1291.599976,61
2014-05-26,1291.900024,1291.900024,1241.800049,1245.599976,1245.599976,210734
2014-06-02,1250.000000,1256.599976,1240.500000,1252.099976,1252.099976,3730
2014-06-09,1252.699951,1274.699951,1251.000000,1273.699951,1273.699951,1506
2014-06-16,1279.800049,1321.400024,1260.900024,1316.199951,1316.199951,2151
2014-06-23,1312.300049,1325.599976,1312.000000,1319.000000,1319.000000,2488
2014-06-30,1315.300049,1331.400024,1311.800049,1320.400024,1320.400024,1061
2014-07-07,1318.699951,1343.699951,1313.199951,1337.000000,1337.000000,255
2014-07-14,1332.800049,1332.800049,1294.099976,1309.199951,1309.199951,548
2014-07-21,1311.000000,1315.500000,1290.599976,1303.099976,1303.099976,29
2014-07-28,1307.400024,1310.900024,1279.699951,1293.599976,1293.599976,225443
2014-08-04,1294.400024,1321.400024,1282.599976,1308.900024,1308.900024,3259
2014-08-11,1308.400024,1316.400024,1292.000000,1304.500000,1304.500000,1389
2014-08-18,1301.400024,1302.099976,1272.000000,1278.599976,1278.599976,959
2014-08-25,1277.300049,1293.699951,1273.699951,1285.800049,1285.800049,2041
2014-09-01,1284.500000,1286.400024,1260.400024,1265.800049,1265.800049,972
2014-09-08,1268.400024,1268.400024,1227.000000,1229.900024,1229.900024,144
2014-09-15,1226.699951,1238.300049,1215.300049,1215.300049,1215.300049,43
2014-09-22,1214.900024,1221.199951,1209.500000,1214.099976,1214.099976,19522
2014-09-29,1216.300049,1222.199951,1191.000000,1192.199951,1192.199951,7877
2014-10-06,1187.699951,1229.000000,1182.800049,1221.000000,1221.000000,901
2014-10-13,1229.800049,1247.000000,1227.000000,1238.300049,1238.300049,788
2014-10-20,1237.300049,1251.000000,1227.900024,1231.199951,1231.199951,228
2014-10-27,1230.199951,1231.000000,1161.400024,1171.099976,1171.099976,1740
2014-11-03,1166.400024,1172.300049,1133.000000,1169.599976,1169.599976,491
2014-11-10,1171.000000,1191.000000,1148.000000,1185.000000,1185.000000,1612
2014-11-17,1183.099976,1202.400024,1180.599976,1197.500000,1197.500000,65
2014-11-24,1197.699951,1201.000000,1163.800049,1175.199951,1175.199951,297242
2014-12-01,1160.000000,1220.400024,1141.699951,1190.099976,1190.099976,8118
2014-12-08,1190.599976,1238.000000,1187.199951,1222.000000,1222.000000,1270
2014-12-15,1223.099976,1223.099976,1184.000000,1195.900024,1195.900024,687
2014-12-22,1198.000000,1198.000000,1172.699951,1195.300049,1195.300049,602
2014-12-29,1186.500000,1210.300049,1169.500000,1186.000000,1186.000000,601
2015-01-05,1180.300049,1220.199951,1180.099976,1216.000000,1216.000000,731
2015-01-12,1224.199951,1279.699951,1219.099976,1276.900024,1276.900024,315
2015-01-19,1278.900024,1303.500000,1273.800049,1292.599976,1292.599976,389
2015-01-26,1289.500000,1291.699951,1251.000000,1278.500000,1278.500000,257042
2015-02-02,1284.099976,1284.699951,1228.000000,1233.900024,1233.900024,5267
2015-02-09,1237.500000,1245.000000,1217.900024,1226.500000,1226.500000,816
2015-02-16,1227.699951,1234.000000,1197.800049,1204.400024,1204.400024,467
2015-02-23,1201.300049,1219.000000,1191.599976,1212.599976,1212.599976,1744
2015-03-02,1214.300049,1222.699951,1163.699951,1164.099976,1164.099976,399
2015-03-09,1169.400024,1174.199951,1147.699951,1152.599976,1152.599976,320
2015-03-16,1159.699951,1185.400024,1144.300049,1184.800049,1184.800049,332
2015-03-23,1181.599976,1213.699951,1181.199951,1199.800049,1199.800049,172755
2015-03-30,1198.000000,1208.199951,1178.199951,1200.900024,1200.900024,44715
2015-04-06,1209.900024,1224.199951,1193.000000,1204.599976,1204.599976,1708
2015-04-13,1208.099976,1208.500000,1184.099976,1202.900024,1202.900024,1386
2015-04-20,1205.699951,1206.900024,1174.599976,1175.199951,1175.199951,576
2015-04-27,1182.300049,1214.000000,1170.000000,1174.500000,1174.500000,875
2015-05-04,1177.500000,1198.699951,1177.500000,1189.099976,1189.099976,195
2015-05-11,1189.699951,1225.599976,1179.300049,1225.500000,1225.500000,117
2015-05-18,1224.500000,1228.099976,1203.699951,1204.300049,1204.300049,79
2015-05-25,1193.599976,1193.599976,1179.599976,1189.400024,1189.400024,257709
2015-06-01,1190.599976,1204.000000,1164.000000,1167.800049,1167.800049,3706
2015-06-08,1169.500000,1190.099976,1169.099976,1178.800049,1178.800049,822
2015-06-15,1179.900024,1203.099976,1172.699951,1201.500000,1201.500000,571
2015-06-22,1197.800049,1197.800049,1170.500000,1172.900024,1172.900024,756
2015-06-29,1185.099976,1186.000000,1155.500000,1163.000000,1163.000000,1168
